SURAT LALU LINTAS KEIMIGRASIAN KANIM PKP,,,,,,,,,,,,
TAHUN 2026,,,,,,,,,,,,
NO,Tanggal,Klasifikasi,,,,Jenis,Nomor,Nomor,Isi Ringkasan,Nomor Surat,Pengelola,Status
2840,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2841,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2842,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2843,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2844,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2845,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2846,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2847,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2848,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2849,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2850,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2851,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2852,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2853,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2854,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2855,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2856,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2857,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2858,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2859,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2860,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2861,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2862,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2863,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2864,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2865,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2866,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2867,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2868,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2869,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2870,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2871,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2872,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2873,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2874,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2875,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2876,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2877,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2878,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2879,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2880,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2881,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2882,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2883,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2884,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2885,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2886,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2887,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2888,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2889,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2890,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2891,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2892,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2893,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2894,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2895,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2896,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2897,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2898,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2899,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2900,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2901,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2902,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2903,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2904,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2905,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2906,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2907,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2908,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2909,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2910,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2911,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2912,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2913,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2914,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2915,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2916,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2917,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2918,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2919,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2920,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2921,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2922,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2923,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2924,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2925,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2926,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2927,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2928,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2929,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2930,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2931,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2932,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2933,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2934,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2935,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2936,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2937,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2938,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2939,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2940,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2941,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2942,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2943,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2944,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2945,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2946,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2947,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2948,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2949,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2950,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2951,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2952,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2953,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2954,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2955,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2956,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2957,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2958,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2959,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2960,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2961,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2962,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2963,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2964,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2965,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2966,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2967,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2968,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2969,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2970,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2971,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2972,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2973,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2974,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2975,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2976,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2977,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2978,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2979,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2980,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2981,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2982,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2983,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2984,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2985,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2986,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2987,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2988,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2989,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2990,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2991,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2992,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2993,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2994,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2995,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2996,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2997,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2998,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
2999,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3000,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3001,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3002,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3003,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3004,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3005,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3006,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3007,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3008,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3009,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3010,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3011,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3012,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3013,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3014,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3015,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3016,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3017,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3018,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3019,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3020,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3021,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3022,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3023,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3024,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3025,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3026,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3027,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3028,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3029,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3030,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3031,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3032,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3033,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3034,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3035,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3036,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3037,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3038,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3039,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3040,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3041,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3042,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3043,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3044,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3045,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3046,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3047,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3048,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3049,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3050,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3051,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3052,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3053,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3054,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3055,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3056,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3057,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3058,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3059,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3060,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3061,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3062,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3063,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3064,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3065,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3066,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3067,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3068,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3069,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3070,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3071,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3072,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3073,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3074,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3075,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3076,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3077,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3078,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3079,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3080,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3081,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3082,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3083,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3084,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3085,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3086,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3087,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3088,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3089,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3090,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3091,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3092,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3093,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3094,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3095,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3096,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3097,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3098,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3099,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3100,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3101,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3102,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3103,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3104,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3105,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3106,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3107,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3108,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3109,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3110,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3111,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3112,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3113,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3114,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3115,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3116,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3117,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3118,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3119,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3120,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3121,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3122,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3123,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3124,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3125,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3126,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3127,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3128,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3129,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3130,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3131,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3132,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3133,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3134,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3135,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3136,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3137,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3138,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3139,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3140,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3141,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3142,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3143,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3144,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3145,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3146,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3147,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3148,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3149,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3150,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3151,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3152,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3153,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3154,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3155,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3156,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3157,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3158,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3159,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3160,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3161,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3162,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3163,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3164,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3165,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3166,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3167,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3168,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3169,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3170,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3171,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3172,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3173,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3174,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3175,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3176,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3177,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3178,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3179,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3180,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3181,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3182,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3183,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3184,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3185,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3186,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3187,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3188,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3189,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3190,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3191,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3192,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3193,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3194,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3195,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3196,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3197,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3198,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3199,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3200,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3201,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3202,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3203,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3204,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3205,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3206,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3207,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3208,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3209,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3210,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3211,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3212,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3213,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3214,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3215,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3216,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3217,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3218,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3219,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3220,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3221,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3222,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3223,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3224,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3225,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3226,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3227,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3228,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3229,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3230,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3231,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3232,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3233,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3234,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3235,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3236,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3237,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3238,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3239,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3240,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3241,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3242,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3243,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3244,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3245,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3246,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3247,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3248,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3249,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3250,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3251,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3252,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3253,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3254,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3255,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3256,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3257,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3258,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3259,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3260,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3261,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3262,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3263,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3264,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3265,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3266,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3267,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3268,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3269,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3270,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3271,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
3272,,LANTASKIM,LK/LANTASKIM,,,,,,,,,
